Copyright (c) 2012 MaxMind LLC.  All Rights Reserved.
locId,country,region,city,postalCode,latitude,longitude,metroCode,areaCode
1058,"US","NM","Maljamar","88264",32.8854,-103.7113,633,575
1059,"US","OH","Chillicothe","45601",39.3331,-82.9824,535,740
1060,"US","NM","Mountainair","87036",34.4851,-106.2263,790,505
1061,"US","NM","Hobbs","88240",32.7026,-103.1360,633,575
1062,"US","NM","Albuquerque","87113",35.1789,-106.5887,790,505
1063,"US","MD","Bethesda","20816",38.9543,-77.1159,511,301
1064,"US","CO","Denver","80202",39.7525,-104.9995,751,303
1065,"US","OR","Portland","97266",45.4691,-122.5535,820,503
1066,"US","NM","Albuquerque","87106",35.0585,-106.6236,790,505
1067,"US","NM","Las Cruces","88001",32.2714,-106.7373,765,575
1068,"US","LA","Baton Rouge","70802",30.4386,-91.1703,716,225
1069,"US","MI","Livonia","48152",42.4250,-83.3744,505,248
1070,"US","IL","Skokie","60077",42.0347,-87.7614,602,847
1071,"US","CO","Commerce City","80022",39.8083,-104.9339,751,303
1072,"US","CO","Englewood","80111",39.6237,-104.8738,751,303
1073,"US","CO","Fort Collins","80521",40.5853,-105.0844,751,970
1074,"US","GA","Moody A F B","31699",30.9668,-83.1896,530,229
1075,"US","KS","Pittsburg","66762",37.3506,-94.6819,603,620
1076,"US","MI","Grand Rapids","49504",42.9777,-85.7110,563,616
1077,"US","NE","Lincoln","68508",40.8176,-96.7114,722,402
1078,"US","NE","Fremont","68025",41.4333,-96.4981,652,402
1079,"US","NE","Columbus","68601",41.5120,-97.3470,652,402
1080,"US","NE","Omaha","68114",41.2615,-96.0527,652,402
1081,"US","NE","Kearney","68845",40.7499,-99.1980,722,308
1082,"US","SD","North Sioux City","57049",42.5241,-96.4998,624,605
1083,"US","CO","Denver","80246",39.7041,-104.9339,751,303
1084,"US","NJ","Mount Laurel","08054",39.9340,-74.8910,504,856
1085,"US","AR","Bentonville","72712",36.3728,-94.2088,670,479
1086,"US","GA","Gainesville","30501",34.2979,-83.8241,524,770
1087,"US","NY","New York","10001",40.7517,-73.9972,501,212
1088,"US","CO","Denver","80237",39.6384,-104.9058,751,303
1089,"US","MI","Clare","48617",43.8195,-84.7686,540,989
1090,"US","CA","San Francisco","94104",37.7909,-122.4017,807,415
1091,"US","FL","Cape Coral","33991",26.6356,-82.0164,571,239
1092,"US","MI","Beaver Island","49782",45.6659,-85.5584,540,231
1093,"US","MD","California","20619",38.3004,-76.5075,511,301
1094,"US","MD","Columbia","21046",39.1749,-76.8375,512,410
1095,"US","NE","Oneill","68763",42.4726,-98.5671,722,402
1096,"US","TX","Fort Worth","76107",32.7406,-97.3802,623,817
1097,"US","MI","Grand Rapids","49512",42.8801,-85.5458,563,616
1098,"US","VA","Elkwood","22718",38.4821,-77.8175,511,540
1099,"US","SD","Deadwood","57732",44.2782,-103.6297,764,605
1100,"US","OK","Tulsa","74131",36.0492,-96.0712,671,918
1101,"US","AR","Fort Smith","72901",35.3659,-94.4126,670,479
1102,"US","TX","Austin","78701",30.2672,-97.7431,635,512
1103,"US","TX","Weatherford","76086",32.7546,-97.7876,623,817
1104,"US","CA","Pasadena","91106",34.1379,-118.1296,803,626
1105,"US","TX","Dallas","75220",32.8574,-96.8706,623,214
1106,"US","CA","Los Angeles","90036",34.0690,-118.3502,803,323
1107,"US","SC","Greenville","29615",34.8601,-82.2464,567,864
1108,"US","NY","New York","10006",40.7082,-74.0132,501,212
1109,"US","CA","Los Angeles","90010",34.0619,-118.3098,803,213
1110,"US","CA","Monrovia","91016",34.1481,-117.9989,803,626
1111,"US","AZ","Maricopa","85239",33.0168,-112.2028,753,520
1112,"US","GA","Hawkinsville","31036",32.2838,-83.4721,503,478
1113,"US","GA","Atlanta","30308",33.7719,-84.3771,524,404
1114,"US","CA","Garden Grove","92841",33.7877,-117.9738,803,714
1115,"US","MI","Webberville","48892",42.6670,-84.1741,551,517
1116,"US","AZ","Phoenix","85040",33.4063,-112.0262,753,602
1117,"US","TX","Huntsville","77340",30.6518,-95.5543,618,936
1118,"US","AZ","Phoenix","85027",33.7248,-112.0889,753,623
1119,"US","TX","San Antonio","78205",29.4241,-98.4936,641,210
1120,"US","AZ","Scottsdale","85254",33.6161,-111.9456,753,602
1121,"US","CO","Boulder","80314",40.0878,-105.3735,751,303
1122,"US","MI","Grand Rapids","49508",42.8636,-85.6272,563,616
1123,"US","CO","Vail","81657",39.6403,-106.3742,751,970
1124,"US","CO","Boulder","80301",40.0507,-105.2037,751,303
1125,"US","WY","Casper","82609",42.8035,-106.2245,767,307
1126,"US","MA","West Springfield","01089",42.1070,-72.6204,543,413
1127,"US","CA","Glendale","91205",34.1352,-118.2416,803,818
1128,"US","MA","Canton","02021",42.1584,-71.1448,506,781
1129,"US","AZ","Yuma","85365",32.7244,-114.5157,771,928
1130,"US","MD","Columbia","21044",39.2043,-76.8833,512,410
1131,"US","CA","South San Francisco","94080",37.6547,-122.4077,807,650
1132,"US","LA","Baton Rouge","70808",30.4000,-91.1454,716,225
1133,"US","CA","Burbank","91521",33.7866,-118.2987,803,818
1134,"US","OK","Norman","73071",35.2330,-97.4122,650,405
1135,"US","TX","Dallas","75247",32.8148,-96.8705,623,214
1136,"US","SD","Rapid City","57702",44.0350,-103.3782,764,605
1137,"US","TX","Dallas","75235",32.8326,-96.8467,623,214
1138,"PR","00","San Juan","00907",18.4504,-66.0849,,
1139,"US","OH","Miamisburg","45342",39.6428,-84.2866,542,937
1140,"US","TX","Arlington","76015",32.6904,-97.1343,623,817
1141,"US","CO","Denver","",39.7392,-104.9847,751,303
1142,"US","CO","Loveland","80538",40.4999,-105.2647,751,970
1143,"US","CO","Westminster","80030",39.8366,-105.0372,751,303
1144,"US","NY","Rochester","14625",43.1493,-77.5081,538,585
1145,"US","CA","Sun Valley","91352",34.2175,-118.3704,803,818
1146,"US","MI","Grand Rapids","49548",42.8664,-85.6635,563,616
1147,"US","WY","Cheyenne","82001",41.1400,-104.8203,759,307
1148,"US","AR","Mc Gehee","71654",33.6284,-91.3569,693,870
1149,"US","TX","Carrollton","75006",32.9537,-96.8903,623,972
1150,"US","MA","Westwood","02090",42.2140,-71.2245,506,781
1151,"US","FL","Lakeland","33801",28.0395,-81.9498,539,863
1152,"US","CA","El Segundo","90245",33.9192,-118.4165,803,310
1153,"US","TN","Greeneville","37743",36.0828,-82.8508,531,423
1154,"US","FL","Lakeland","33811",27.9857,-82.0135,539,863
1155,"US","OH","Columbus","43240",40.1461,-82.9800,535,614
1156,"US","MO","Grandview","64030",38.8858,-94.5330,616,816
1157,"US","MO","Kansas City","64112",39.0362,-94.5950,616,816
1158,"US","MO","O Fallon","63368",38.8251,-90.7289,609,636
1159,"US","MO","Jefferson City","65109",38.5516,-92.2745,604,573
1160,"US","LA","Lake Charles","70605",30.1346,-93.2730,643,337
1161,"US","TX","Lone Star","75668",32.9001,-94.6753,612,903
1162,"US","IL","Scott Air Force Base","62225",38.5427,-89.8504,609,618
1163,"US","IL","Granite City","62040",38.7328,-90.1072,609,618
1164,"US","TX","Dallas","75227",32.7732,-96.6851,623,214
1165,"US","CO","Denver","80216",39.7850,-104.9415,751,303
1166,"US","MO","Van Buren","63965",36.9592,-90.9966,632,573
1167,"US","TX","Eden","76837",31.2163,-99.8456,661,325
1168,"US","TN","Nashville","37214",36.1784,-86.6446,659,615
1169,"US","IA","West Des Moines","50265",41.5772,-93.7113,679,515
1170,"US","KS","Dodge City","67801",37.7528,-100.0171,678,620
1171,"US","IA","West Des Moines","",41.5720,-93.7453,679,515
1172,"US","IA","Dakota City","50529",42.7233,-94.1993,679,515
1173,"US","TX","Buna","77612",30.4330,-93.9624,692,409
1174,"US","OK","Oklahoma City","73132",35.5423,-97.6189,650,405
1175,"US","IA","Des Moines","50309",41.5839,-93.6289,679,515
1176,"US","AZ","Tempe","85282",33.4001,-111.9290,753,480
1177,"US","IA","Mason City","50401",43.1536,-93.2010,611,641
1178,"US","IA","Oelwein","50662",42.6733,-91.9135,637,319
1179,"US","TX","Dallas","75234",32.9245,-96.8938,623,972
1180,"US","KY","Louisville","40202",38.2517,-85.7544,529,502
1181,"US","IN","New Albany","47150",38.2856,-85.8241,529,812
1182,"US","MD","Lanham","20706",38.9671,-76.8619,511,301
1183,"US","KY","Louisville","40222",38.2706,-85.6237,529,502
1184,"US","NY","Mount Kisco","10549",41.2043,-73.7271,501,914
1185,"US","LA","Shreveport","71107",32.6188,-93.8852,612,318
1186,"US","AR","Murfreesboro","71958",34.1139,-93.7089,612,870
1187,"US","AR","Mount Ida","71957",34.5568,-93.6341,693,870
1188,"US","CO","Fort Collins","80525",40.5195,-105.0628,751,970
1189,"US","LA","Springhill","71075",33.0060,-93.4668,612,318
1190,"US","TX","Post","79356",33.2485,-101.3345,651,806
1191,"US","AR","Fort Smith","72913",35.3859,-94.3986,670,479
1192,"US","LA","Shreveport","71106",32.3943,-93.7285,612,318
1193,"US","ND","Bismarck","58501",46.8159,-100.7061,687,701
1194,"US","MO","West Plains","65775",36.7281,-91.8524,619,417
1195,"US","TX","Dallas","75240",32.9358,-96.7853,623,214
1196,"US","AR","Little Rock","72203",34.7465,-92.2896,693,501
1197,"US","LA","Bossier City","71111",32.5160,-93.7321,612,318
1198,"US","AR","Mabelvale","72103",34.6551,-92.3865,693,501
1199,"US","LA","Shreveport","71129",32.4030,-93.9020,612,318
1200,"US","TX","Houston","77040",29.8688,-95.5380,618,713
1201,"US","TX","Beaumont","77708",30.1406,-94.1571,692,409
1202,"US","AR","White Hall","71612",34.2740,-92.0910,693,870
1203,"US","AR","Hamburg","71646",33.2282,-91.7976,628,870
1204,"US","AR","Little Rock","72201",34.7465,-92.2896,693,501
1205,"US","AR","Little Rock","72209",34.6759,-92.3564,693,501
1206,"US","AR","Russellville","72801",35.2784,-93.1338,693,479
1207,"US","AR","Pine Bluff","71601",34.2284,-92.0032,693,870
1208,"US","AL","Helena","35080",33.2962,-86.8436,630,205
1209,"US","LA","Shreveport","71103",32.4929,-93.7773,612,318
1210,"US","MA","Sandwich","02563",41.7590,-70.4939,506,508
1211,"US","AR","Hot Springs National Park","71913",34.5134,-93.0543,693,501
1212,"US","AR","Maumelle","72113",34.8668,-92.4043,693,501
1213,"US","LA","Pleasant Hill","71065",31.8199,-93.5143,612,318
1214,"US","LA","Sibley","71073",32.5178,-93.2920,612,318
1215,"US","AR","North Little Rock","72117",34.7742,-92.1554,693,501
1216,"US","AR","Little Rock","72205",34.7449,-92.3205,693,501
1217,"US","TX","Lewisville","75067",33.0306,-96.9926,623,972
1218,"US","TX","Mckinney","75069",33.1884,-96.5858,623,972
1219,"US","IL","Chicago","60607",41.8745,-87.6503,602,312
1220,"US","CA","San Diego","92122",32.8594,-117.2073,825,858
1221,"US","TX","Irving","75063",32.9193,-96.9820,623,972
1222,"US","TN","Bells","38006",35.7112,-89.0876,640,731
1223,"US","MA","Boston","02128",42.3731,-71.0162,506,617
1224,"US","MS","Horn Lake","38637",34.9554,-90.0348,640,901
1225,"US","MD","Bethesda","20817",39.0032,-77.1602,511,301
1226,"US","TN","Memphis","38120",35.1275,-89.8426,640,901
1227,"US","TX","Laredo","78041",27.5596,-99.4608,749,956
1228,"US","AZ","Tucson","85705",32.2686,-111.0022,789,520
1229,"US","TN","Memphis","38119",35.0794,-89.8430,640,901
1230,"US","MO","Kansas City","64116",39.1472,-94.5735,616,816
1231,"US","KS","Mission","66201",39.0278,-94.6558,616,913
1232,"US","AZ","Mesa","85204",33.3972,-111.7858,753,480
1233,"US","AR","Paragould","72450",36.0584,-90.4973,734,870
1234,"US","ID","Cottonwood","83522",45.9489,-116.5209,881,208
1235,"US","TX","San Antonio","78218",29.4889,-98.3987,641,210
1236,"US","AL","Mobile","36608",30.6586,-88.3535,686,251
1237,"US","FL","Miami Beach","33141",25.8582,-80.1312,528,305
1238,"US","ID","Troy","83871",46.7368,-116.7696,881,208
1239,"US","CA","Culver City","90230",33.9950,-118.3917,803,310
1240,"US","MA","Newton","02458",42.3533,-71.1883,506,617
1241,"US","MA","Westford","01886",42.5888,-71.4416,506,978
1242,"US","LA","Baton Rouge","70809",30.3838,-91.0598,716,225
1243,"US","TX","Fort Worth","76133",32.6586,-97.3842,623,817
